Date,User,Followers,Retweets,Tweet,MentionedUsers,label,polarityScore,label2,subjectivity
2020-12-31 23:58:00+00:00,sinsindi55,9,0,@senatemajldr well okay lets just get the covid vaccine.  Isn't it supposed to magically disappear? Oh and I know you all my info so give the the money.,,NEGATIVE,0.9969209432601929,SUBJECTIVE,0.910503089427948
2020-12-31 23:57:58+00:00,GDCDAN23,151,0,Got The New Covid Vaccine I Feel Good https://t.co/lbI2qBR6Mp,,POSITIVE,0.9987072944641113,SUBJECTIVE,0.8779418468475342
2020-12-31 23:57:50+00:00,SKYRIDER4538,109916,15,"Some argue that the #CovidVaccine can cause infertility. If so, let’s let the high risk elderly and leftists take it. 

Neither can/should procreate. The rest of us can go on with our lives. 🤷🏻‍♀️",,NEGATIVE,0.9836086630821228,NEUTRAL,0.6164584159851074
2020-12-31 23:57:40+00:00,bugslydoo,81,0,"@Stat_O_Guy Here’s one for you, my nan is supposed to have the second covid vaccine on Tuesday-but the docs rang her today to say it’s been delayed so that everyone can have their first jab? I thought the jabs had to be exactly 21 days apart?","[User(username='Stat_O_Guy', id=1372514213223075844, displayname='The Statistics Lie, Jon', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",NEGATIVE,0.9988051652908325,SUBJECTIVE,0.8023418188095093
2020-12-31 23:57:34+00:00,AnnetteReid247,2328,0,A pharmacist in the US is suspected to have tampered with 500 doses of the COVID vaccine...seriously WTF!!!!,,NEGATIVE,0.9984586238861084,SUBJECTIVE,0.9851160645484924
2020-12-31 23:57:26+00:00,KiriTheCAG,133,0,"⁉️Question: am I the only human on the face of the earth, who is suffering from trump rage syndrome? ONLY 2 MILLION DOSES OF COVID VACCINE ADMINISTERED? At this rate, news reports that it will take TEN YEARS TO VACCINATE people living in USA. ‼️",,NEGATIVE,0.9978825449943542,NEUTRAL,0.5366905331611633
2020-12-31 23:57:00+00:00,DrNicoleC,8136,0,"Can we do a news story on this, please? #CovidVaccine https://t.co/JCEFlaYX4H",,NEGATIVE,0.9975764155387878,NEUTRAL,0.5226227045059204
2020-12-31 23:56:54+00:00,teynolds_bobby,97,0,@RepFrenchHill @rocktowndistill Would be much better if you would work to get Covid Vaccine to more Americans sooner.,"[User(username='RepFrenchHill', id=2953974395, displayname='French Hill', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='rocktowndistill', id=125400044, displayname='Rock Town Distillery', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",NEGATIVE,0.9941735863685608,SUBJECTIVE,0.6806778311729431
2020-12-31 23:56:43+00:00,cgordon_md,262,0,"Thank you to all the scientists that made this moment possible. Looking forward to a brighter 2021. 

#ACOGfightsCOVID #CovidVaccine https://t.co/ZTpt3zUV5T",,POSITIVE,0.9987290501594543,SUBJECTIVE,0.8925384283065796
2020-12-31 23:56:36+00:00,drhaydeebrown,2247,0,Got My Shot! #COVID19 #COVIDVaccine #Moderna https://t.co/Jxh2asoFqk,,NEGATIVE,0.9917142987251282,SUBJECTIVE,0.8258999586105347
2020-12-31 23:56:32+00:00,Christina_Arand,152,0,"Ending 2020 on a high note 💪

#VaccinesWork #ScienceIsReal #WhyIVax #CovidVaccine https://t.co/uo9G1Zc4Jk",,NEGATIVE,0.8748935461044312,SUBJECTIVE,0.9891030788421631
2020-12-31 23:56:29+00:00,normanswan,172436,116,Government urged to expedite COVID vaccine rollout https://t.co/GodI2AJ4OJ,,NEGATIVE,0.988466739654541,SUBJECTIVE,0.618652880191803
2020-12-31 23:56:27+00:00,KelliBruns,273,0,Working the COVID vaccine clinic for the physicians at my hospital. Almost done for the day. https://t.co/54TJ0cbV1P,,NEGATIVE,0.9959296584129333,SUBJECTIVE,0.8985786437988281
2020-12-31 23:56:23+00:00,PamAqua2017,1603,1,"Why I’d rather be vaccinated by the feds in an open-air venue: The covid vaccine needs real security. (Last year the flu shot I got at my local drugstore didn’t break my skin. The pharmacist was pleasant &amp; I let it go, but never believed I was protected.)

https://t.co/lfJFycF6QV",,NEGATIVE,0.9709142446517944,SUBJECTIVE,0.6993454098701477
2020-12-31 23:56:20+00:00,atxjuiceman,90,0,"Dude wasting tax payer money on some bullshit.
Can y’all please include teachers as a priority to get the covid vaccine? Do that instead of this bullshit https://t.co/bznfiTn73L",,NEGATIVE,0.9994731545448303,SUBJECTIVE,0.9220565557479858
2020-12-31 23:56:14+00:00,kidneydoc101,10721,0,"In the meantime, wishing all my twitter friends esp  #NephTwitter #MedTwitter a much much better 2021 - it’s pretty grim in the UK at the moment but we have #CovidVaccine &amp; therefore there is light.  Be safe, be well &amp; look forward to when we can meet in person 3/ https://t.co/PX4iA2wLD5",,POSITIVE,0.9209126234054565,SUBJECTIVE,0.83612060546875
2020-12-31 23:55:50+00:00,vcdoc,1099,0,"⁦@gmcuk⁩

Will delayed 2nd dose of vaccine benefit or harm?

⁦@TheBMA⁩
⁦@BAPIOUK
⁦@TheDA_UK⁩
⁦@rcgp⁩
⁦@RammyaMathew⁩
⁦
GPs are furious with the decision to delay giving 500,000 people second dose of Covid vaccine - inews https://t.co/tqXSmf25XG","[User(username='gmcuk', id=492996846, displayname='GMC', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='TheBMA', id=14243046, displayname='The BMA', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='BAPIOUK', id=185137736, displayname='BAPIO', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='TheDA_UK', id=964592484515946496, displayname='Doctors’ Association UK 💙', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='rcgp', id=42866391, displayname='RCGP', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RammyaMathew', id=741353623, displayname='Rammya Mathew', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",NEGATIVE,0.998862624168396,SUBJECTIVE,0.8751651644706726
2020-12-31 23:55:43+00:00,MBradMusic,456,0,@KamalaHarris @DouglasEmhoff You both cut in line to get your COVID vaccine,"[User(username='KamalaHarris', id=30354991, displayname='Kamala Harris', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='DouglasEmhoff', id=260759782, displayname='Doug Emhoff', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",POSITIVE,0.989384114742279,SUBJECTIVE,0.8226216435432434
2020-12-31 23:55:33+00:00,nlpassmore,1662,0,"Happy to report that my 90 year old grandma has said yes to getting the COVID vaccine. Also, she thinks the people in her home that don't want it are all idiots.",,POSITIVE,0.6882578730583191,SUBJECTIVE,0.7996292114257812
2020-12-31 23:55:24+00:00,pash22,30323,0,Covid vaccine: UK's 4 chief medical officers defend rescheduling of second doses https://t.co/x1SjivlkDZ via @LindaGeddes &amp; @NicolaKSDavis,"[User(username='LindaGeddes', id=130824866, displayname='Linda Geddes', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='NicolaKSDavis', id=274481142, displayname='Nicola K S Davis', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",NEGATIVE,0.9898074269294739,NEUTRAL,0.6153037548065186
2020-12-31 23:55:09+00:00,EssieGee86,1265,0,"What shade of lipstick do we wear as we say #buhbye2020 ? Why F*ckTrump of course, by #lipslut thanks @lyndsiemschultz for the rec!Chose the @ACLU for donation.
#HindsightIs2020 #WeWonin21 #CovidVaccine 🔥🦠🔥 https://t.co/q6dYVOQlu9","[User(username='lyndsiemschultz', id=386533510, displayname='Lyndsie Schultz', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ACLU', id=13393052, displayname='ACLU', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",NEGATIVE,0.9869565963745117,SUBJECTIVE,0.8299219012260437
2020-12-31 23:55:00+00:00,BillMiami,269,0,"Bill Gates, please set up a website where people can register to get the COVID-19 vaccination. Our government is incompetent and not doing its job #CovidVaccine #COVID19 @BillGates","[User(username='BillGates', id=50393960, displayname='Bill Gates', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",NEGATIVE,0.9992343187332153,SUBJECTIVE,0.9817895293235779
2020-12-31 23:54:55+00:00,EmKis1,17,0,"@Lufferov @ViscountViktor Not all of it, Tom Jones referred to having the covid vaccine","[User(username='Lufferov', id=38282361, displayname='Lufferov', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ViscountViktor', id=608285485, displayname='Joseph Agnello', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",NEGATIVE,0.9988479614257812,NEUTRAL,0.7168248295783997
2020-12-31 23:54:54+00:00,KaraKarlson,1260,0,Update on the intentional #CovidVaccine destruction https://t.co/bwUohLBXLz,,NEGATIVE,0.9979062080383301,SUBJECTIVE,0.8988472819328308
2020-12-31 23:54:42+00:00,LabGeekGirl,159,0,"Good. I want to know his motive tho. Also how did they get thawed twice? Did he re freeze them then take them out again or some other problem? 

Wisconsin hospital employee fired, arrested after 'intentionally' destroying 500 doses of Covid vaccine https://t.co/p8jv0p77JD",,NEGATIVE,0.9976981282234192,SUBJECTIVE,0.7240361571311951
2020-12-31 23:54:31+00:00,thenunez1,482,0,Covid vaccine and chill?,,NEGATIVE,0.9688791632652283,SUBJECTIVE,0.6624581217765808
2020-12-31 23:54:22+00:00,dougbies,18970,7,Happy New Year’s Eve everyone except selfish people with bizarre reasons not to want to take the covid vaccine,,POSITIVE,0.9959695339202881,SUBJECTIVE,0.9462358355522156
2020-12-31 23:54:16+00:00,FatherGabe_,2655,0,If I post a nigga it was the covid vaccine,,NEGATIVE,0.9979032278060913,SUBJECTIVE,0.9142434597015381
2020-12-31 23:54:14+00:00,da_whine,619,0,@iheartmindy it's almost as though THEY had a Covid vaccine for THEM...BEFORE they sent covid to us??...🤨,"[User(username='iheartmindy', id=317385247, displayname='Mindy Robinson 🇺🇸', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",NEGATIVE,0.9976595640182495,SUBJECTIVE,0.7628190517425537
2020-12-31 23:54:11+00:00,Stephan73796722,1560,0,"Wisconsin hospital employee fired, arrested after 'intentionally' destroying 500 doses of Covid vaccine https://t.co/0dTwJ5L5wM via @nbcnews","[User(username='NBCNews', id=14173315, displayname='NBC News', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",NEGATIVE,0.999438464641571,SUBJECTIVE,0.7322139739990234
2020-12-31 23:54:09+00:00,FindinLanguedoc,650,0,Macron vows to prevent ‘unjustifiable delays’ in Covid vaccine delivery in New Year's Eve address https://t.co/03xgFYRIL6,,NEGATIVE,0.9429767727851868,SUBJECTIVE,0.8018065094947815
2020-12-31 23:53:33+00:00,WearADamn_Mask,69,0,"Even if you have a severe reaction or long-term health impacts from the COVID vaccine, you cannot sue - and there is no way to remove it from your body.  In other words, the manufacturers have complete and total immunity... from you. https://t.co/vSU65SByLc",,NEGATIVE,0.9842909574508667,SUBJECTIVE,0.6992329359054565
2020-12-31 23:53:21+00:00,cyberpunk38,31,0,"Bombshell Interview With Del Bigtree: COVID Vaccine Could Make The Virus Far More Deadly, Leave Women Infertile https://t.co/UIAwSPcamK #vaccine #Vaccines #COVID19 #CCPVirus #coronavirus",,NEGATIVE,0.9910500049591064,SUBJECTIVE,0.952566385269165
2020-12-31 23:53:19+00:00,TheCharlieKruse,6092,0,"Biden will invoke Defense Production Act to boost Covid vaccine production, advisor says https://t.co/QlMh7Hsxm9",,NEGATIVE,0.963963508605957,SUBJECTIVE,0.6142061948776245
2020-12-31 23:53:16+00:00,ps_livingstone,1439,0,8. I’m very grateful for science and the development of a covid vaccine. I’m ready to roll up my sleeve.,,POSITIVE,0.9992478489875793,SUBJECTIVE,0.8199449777603149
2020-12-31 23:53:11+00:00,SLPGrey,1500,0,@thehill Bastard.  Nursing home workers aren't mandated to take COVID vaccine but he does this!,"[User(username='thehill', id=1917731, displayname='The Hill', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",POSITIVE,0.9721285700798035,SUBJECTIVE,0.9565510153770447
2020-12-31 23:53:09+00:00,mingisdumpie,342,0,give starbucks baristas the covid vaccine first too,,NEGATIVE,0.9873859882354736,SUBJECTIVE,0.9290786981582642
2020-12-31 23:53:05+00:00,MichaelJCantin,190,0,"GIVE. AMERICA. HIS/HER. NAME. 

Wisconsin hospital employee fired, arrested after 'intentionally' destroying 500 doses of Covid vaccine - NBC News https://t.co/SEfD4VPQ7T",,NEGATIVE,0.9993615746498108,SUBJECTIVE,0.738376259803772
2020-12-31 23:52:54+00:00,BlackTzedek,2861,0,"Wisconsin hospital employee fired, arrested after 'intentionally' destroying 500 doses of Covid vaccine https://t.co/va5EfJI710 via @nbcnews","[User(username='NBCNews', id=14173315, displayname='NBC News', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",NEGATIVE,0.9993945360183716,SUBJECTIVE,0.7381978034973145
2020-12-31 23:52:50+00:00,clustertrack5,752,0,not scared of what's in the covid vaccine because of that one time i ate a churro off the sidewalk in new york city,,NEGATIVE,0.9917245507240295,NEUTRAL,0.6417304277420044
2020-12-31 23:52:46+00:00,BillMiami,269,0,Governor DeSantis do your job. Florida needs leadership. @RonDeSantisFL #CovidVaccine #COVID19 #vaccination,"[User(username='RonDeSantisFL', id=487297085, displayname='Ron DeSantis', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",NEGATIVE,0.9959583878517151,SUBJECTIVE,0.9399986267089844
2020-12-31 23:52:38+00:00,dave1agar,4920,0,George Floyd's Murder Trial Might Get Moved to June Due to COVID Vaccine https://t.co/oVyP0emfmB,,NEGATIVE,0.9963194131851196,NEUTRAL,0.6177623271942139
2020-12-31 23:52:09+00:00,DiegoMartinoia,37,0,"Maybe not a definite yes, but at this point I'd consider the Covid vaccine even if it was developed by Annette and William Birkin instead of Türeci and Şahin.",,NEGATIVE,0.9921280145645142,SUBJECTIVE,0.6540947556495667
2020-12-31 23:52:08+00:00,benzosarebad,4251,0,@Sc0ttJenkins @emmafriedmann @annmarcos1 I therefore assume the same would happen with adverse effects from a COVID vaccine.,"[User(username='Sc0ttJenkins', id=2922771789, displayname='Scott jenkins', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='emmafriedmann', id=215336863, displayname='Emma Friedmann', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='AnnMarcos1', id=1457268461567107072, displayname='Ann Marcos', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",NEGATIVE,0.9964948296546936,NEUTRAL,0.6428560018539429
2020-12-31 23:52:07+00:00,GFilza,1249,0,"WHO lists Pfizer-BioNTech COVID vaccine for emergency use
https://t.co/fUhp6YpfAm",,NEGATIVE,0.9929268956184387,NEUTRAL,0.681398868560791
2020-12-31 23:52:04+00:00,SidesJamesW,25322,3,"Bloody hell!  A pharmacist says he INTENTIONALLY left 570 doses of covid vaccine outside the fridge overnight, fully realizing that they would be ruined, and now he's in jail.

https://t.co/mm8Cppj2jA",,NEGATIVE,0.9997287392616272,SUBJECTIVE,0.921477735042572
2020-12-31 23:51:35+00:00,koush,52571,184,"The COVID vaccine expires after 35 days, and because there was no guidance about who gets it, the initial doses might end up dying by committee.
Just make them free and first come first serve. Means testing is literally killing us. https://t.co/LsvXRIoOpj",,NEGATIVE,0.9997342228889465,SUBJECTIVE,0.9593185782432556
2020-12-31 23:51:35+00:00,david_darmofal,17612,0,"@CandiceAiston The election of Joe Biden &amp; Kamala Harris &amp; what it means for the future of democracy &amp; for public policy, the development of the COVID vaccine, the selection of Kamala Harris as VP, &amp; the several conversations I was fortunate to have here in South Carolina with Joe Biden.","[User(username='CandiceAiston', id=18337740, displayname='Candycane Aiston', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",POSITIVE,0.9899156093597412,SUBJECTIVE,0.941023051738739
